step	loss_consistency
39	4.687462205765769e-05
79	8.880317182047293e-05
119	0.00018322537653148174
159	0.00039581290911883116
199	0.0007513279560953379
239	0.0012016108958050609
279	0.0016289560589939356
319	0.001902614370919764
359	0.0019905446097254753
399	0.002024433808401227
439	0.0019242296693846583
479	0.0018971852259710431
519	0.001887139747850597
559	0.0018665242241695523
599	0.002209846628829837
639	0.0024489383213222027
679	0.002850068500265479
719	0.0030889727640897036
759	0.0038501962553709745
799	0.004718518350273371
839	0.005698567256331444
879	0.00657692551612854
919	0.007162058725953102
959	0.008025724440813065
999	0.009055018424987793
1039	0.009885181672871113
1079	0.00904139969497919
1119	0.011557540856301785
1159	0.012382905930280685
1199	0.01327574159950018
1239	0.013967675156891346
1279	0.014612170867621899
1319	0.013200980611145496
1359	0.01429549790918827
1399	0.017430825158953667
1439	0.017499703913927078
1479	0.019236525520682335
1519	0.019990433007478714
1559	0.019045965746045113
1599	0.02227221615612507
1639	0.020077887922525406
1679	0.01914275996387005
1719	0.02160932868719101
1759	0.020817112177610397
1799	0.02469988353550434
1839	0.02547471784055233
1879	0.020855529233813286
1919	0.02349001355469227
1959	0.02629629522562027
1999	0.023391209542751312
2039	0.02087460272014141
2079	0.030496826395392418
2119	0.03243604674935341
2159	0.016566822305321693
2199	0.02830091491341591
2239	0.022065581753849983
2279	0.021029993891716003
2319	0.024409569799900055
2359	0.0227078665047884
2399	0.026539335027337074
2439	0.028033806011080742
2479	0.025958644226193428
2519	0.01998092234134674
2559	0.027495866641402245
2599	0.0228445902466774
2639	0.033229950815439224
2679	0.030821973457932472
2719	0.028681788593530655
2759	0.0317370779812336
2799	0.03221120685338974
2839	0.033634502440690994
2879	0.017852935940027237
2919	0.021571693941950798
2959	0.026511801406741142
2999	0.03509274125099182
3039	0.02671554870903492
3079	0.020285282284021378
3119	0.020328104496002197
3159	0.02049010992050171
3199	0.021784696727991104
3239	0.021054960787296295
3279	0.019258342683315277
3319	0.021037844941020012
3359	0.01799725741147995
3399	0.02143634483218193
3439	0.014081353321671486
3479	0.026014864444732666
3519	0.015196671709418297
3559	0.014333746396005154
3599	0.015529157593846321
3639	0.014024617150425911
3679	0.012843345291912556
3719	0.01476263627409935
3759	0.013650692068040371
3799	0.015188039280474186
3839	0.014209795743227005
3879	0.020924052223563194
3919	0.019469313323497772
3959	0.015432989224791527
3999	0.013544779270887375
4039	0.011855747550725937
4079	0.02722371742129326
4119	0.016308750957250595
4159	0.015285557135939598
4199	0.016991643235087395
4239	0.01740606129169464
4279	0.012644290924072266
4319	0.02699013613164425
4359	0.02312510460615158
4399	0.02121288701891899
4439	0.01279089879244566
4479	0.013476968742907047
4519	0.010191353037953377
4559	0.016382180154323578
4599	0.026964310556650162
4639	0.03687826544046402
4679	0.023200688883662224
4719	0.015530232340097427
4759	0.012047110125422478
4799	0.016289502382278442
4839	0.013617465272545815
4879	0.026159802451729774
4919	0.014854694716632366
4959	0.010749198496341705
4999	0.01836203783750534
5039	0.012495409697294235
5079	0.00981678906828165
5119	0.017876317724585533
5159	0.013257976621389389
5199	0.008050726726651192
5239	0.01844244822859764
5279	0.010106230154633522
5319	0.017917539924383163
5359	0.0222494937479496
5399	0.01584945060312748
5439	0.017896171659231186
5479	0.011716475710272789
5519	0.01184449065476656
5559	0.018037011846899986
5599	0.009242026135325432
5639	0.009436767548322678
5679	0.015785304829478264
5719	0.011369777843356133
5759	0.010038388893008232
5799	0.011057455092668533
5839	0.027989432215690613
5879	0.01346264872699976
5919	0.00911681167781353
5959	0.01322612538933754
5999	0.028777772560715675
6039	0.03176712244749069
6079	0.016875458881258965
6119	0.014845994301140308
6159	0.0179312601685524
6199	0.014985918067395687
6239	0.005789685528725386
6279	0.017852459102869034
6319	0.006469549611210823
6359	0.010641751810908318
6399	0.012413200922310352
6439	0.013934056274592876
6479	0.01045314222574234
6519	0.01323038898408413
6559	0.009889589622616768
6599	0.009120844304561615
6639	0.012166082859039307
6679	0.01076379045844078
6719	0.020320996642112732
6759	0.014109410345554352
6799	0.021899307146668434
6839	0.013393264263868332
6879	0.013516562059521675
6919	0.01330147497355938
6959	0.009829236194491386
6999	0.007988644763827324
7039	0.01333328802138567
7079	0.011095978319644928
7119	0.01226626243442297
7159	0.01056265365332365
7199	0.006314990110695362
7239	0.009888987988233566
7279	0.010830797255039215
7319	0.010407608933746815
7359	0.018393365666270256
7399	0.015503456816077232
7439	0.012035839259624481
7479	0.011544032022356987
7519	0.00931872520595789
7559	0.010369565337896347
7599	0.02064995840191841
7639	0.006998792290687561
7679	0.008562024682760239
7719	0.00737771624699235
7759	0.01564572937786579
7799	0.006584689021110535
7839	0.00872374139726162
7879	0.01186566986143589
7919	0.012257743626832962
7959	0.007359016686677933
7999	0.01118066068738699
8039	0.00881105661392212
8079	0.008375303819775581
8119	0.019181236624717712
8159	0.00867445208132267
8199	0.024114452302455902
8239	0.01395659800618887
8279	0.006027572322636843
8319	0.009967493824660778
8359	0.012137501500546932
8399	0.0068677496165037155
8439	0.018749374896287918
8479	0.016171680763363838
8519	0.017524560913443565
8559	0.016447829082608223
8599	0.012595279142260551
8639	0.007472965866327286
8679	0.007667290512472391
8719	0.015254056081175804
8759	0.007194046396762133
8799	0.012069812044501305
8839	0.006634451914578676
8879	0.010109616443514824
8919	0.012885918840765953
8959	0.005940583068877459
8999	0.0112589281052351
9039	0.014826452359557152
9079	0.009564762935042381
9119	0.020819958299398422
9159	0.01410568319261074
9199	0.008604047819972038
9239	0.021649345755577087
9279	0.014827823266386986
9319	0.019205685704946518
9359	0.016750264912843704
9399	0.03278906270861626
9439	0.012861195020377636
9479	0.012400136329233646
9519	0.00862610898911953
9559	0.0077453674748539925
9599	0.008516371250152588
9639	0.011963345110416412
9679	0.006176536902785301
9719	0.009759511798620224
9759	0.010730457492172718
9799	0.02508230321109295
9839	0.008104478940367699
9879	0.01562703773379326
9919	0.0062492843717336655
9959	0.011309891939163208
9999	0.015106629580259323
10039	0.012997716665267944
10079	0.01172695029526949
10119	0.006357729900628328
10159	0.012786215171217918
10199	0.0076959580183029175
10239	0.014072218909859657
10279	0.013620983809232712
10319	0.01153095904737711
10359	0.010566625744104385
10399	0.006454392336308956
10439	0.015297025442123413
10479	0.008879054337739944
10519	0.008777881041169167
10559	0.010032914578914642
10599	0.017786312848329544
10639	0.008169589564204216
10679	0.012753045186400414
10719	0.00750158354640007
10759	0.007184036076068878
10799	0.006124674808233976
10839	0.01871839538216591
10879	0.010416100732982159
10919	0.007988600991666317
10959	0.0058965375646948814
10999	0.00901377946138382
11039	0.010561168193817139
11079	0.01895405724644661
11119	0.014695166610181332
11159	0.01846139505505562
11199	0.008997048251330853
11239	0.006310652941465378
11279	0.009183231741189957
11319	0.006135101430118084
11359	0.010081235319375992
11399	0.018999256193637848
11439	0.006824024952948093
11479	0.008216356858611107
11519	0.008255449123680592
11559	0.004825112875550985
11599	0.006208543200045824
11639	0.011388665065169334
11679	0.00818665325641632
11719	0.01217597909271717
11759	0.018480682745575905
11799	0.010300928726792336
