step	loss_weak
39	0.577887237071991
79	0.5356065034866333
119	0.5142166018486023
159	0.458377867937088
199	0.4435957074165344
239	0.4037187695503235
279	0.3787544369697571
319	0.37356439232826233
359	0.39782869815826416
399	0.3563328683376312
439	0.3615324795246124
479	0.34785953164100647
519	0.33627721667289734
559	0.36050280928611755
599	0.30795007944107056
639	0.3048343062400818
679	0.31772488355636597
719	0.358864426612854
759	0.2846013307571411
799	0.22961749136447906
839	0.23782667517662048
879	0.2692073881626129
919	0.2275778204202652
959	0.19815793633460999
999	0.2304416447877884
1039	0.22800475358963013
1079	0.20729517936706543
1119	0.18655447661876678
1159	0.18280182778835297
1199	0.21906927227973938
1239	0.1863408386707306
1279	0.22591759264469147
1319	0.19540216028690338
1359	0.17105592787265778
1399	0.11687944084405899
1439	0.12137549370527267
1479	0.14344315230846405
1519	0.1178448274731636
1559	0.17731226980686188
1599	0.12680871784687042
1639	0.28268077969551086
1679	0.13108594715595245
1719	0.13722221553325653
1759	0.13293497264385223
1799	0.10245279222726822
1839	0.09713787585496902
1879	0.3093964457511902
1919	0.11335311830043793
1959	0.1298760175704956
1999	0.27038025856018066
2039	0.11889143288135529
2079	0.08011803030967712
2119	0.2950746417045593
2159	0.11964596807956696
2199	0.12213490903377533
2239	0.08417116105556488
2279	0.0866871029138565
2319	0.07037762552499771
2359	0.09339568018913269
2399	0.08762606233358383
2439	0.26828765869140625
2479	0.06358294188976288
2519	0.05383181944489479
2559	0.053292833268642426
2599	0.07333799451589584
2639	0.312393456697464
2679	0.07741545140743256
2719	0.07259044796228409
2759	0.18502718210220337
2799	0.20494872331619263
2839	0.3230718970298767
2879	0.045997798442840576
2919	0.04886342212557793
2959	0.037719134241342545
2999	0.10119751840829849
3039	0.29261675477027893
3079	0.027052149176597595
3119	0.05117954686284065
3159	0.04012925550341606
3199	0.026743102818727493
3239	0.05140512436628342
3279	0.09076700359582901
3319	0.03883557394146919
3359	0.04451770335435867
3399	0.0315447561442852
3439	0.03476126492023468
3479	0.1029471606016159
3519	0.038145340979099274
3559	0.03241443634033203
3599	0.027100425213575363
3639	0.02838212437927723
3679	0.028303051367402077
3719	0.024612639099359512
3759	0.030273638665676117
3799	0.01969393715262413
3839	0.026116393506526947
3879	0.03712231665849686
3919	0.07785160094499588
3959	0.03417971730232239
3999	0.028625573962926865
4039	0.03122273087501526
4079	0.17690058052539825
4119	0.15710975229740143
4159	0.014428211376070976
4199	0.04654431343078613
4239	0.036490507423877716
4279	0.02169744111597538
4319	0.059950537979602814
4359	0.27958717942237854
4399	0.12073492258787155
4439	0.025235261768102646
4479	0.0327867716550827
4519	0.14785420894622803
4559	0.04018116369843483
4599	0.2048863172531128
4639	0.34332823753356934
4679	0.18078242242336273
4719	0.021638210862874985
4759	0.0977528840303421
4799	0.34368935227394104
4839	0.01837308704853058
4879	0.11490098387002945
4919	0.02322176657617092
4959	0.029390033334493637
4999	0.0242749135941267
5039	0.014525151811540127
5079	0.018877016380429268
5119	0.027787722647190094
5159	0.03347652032971382
5199	0.017611995339393616
5239	0.3510795831680298
5279	0.02402065135538578
5319	0.022264497354626656
5359	0.09242495894432068
5399	0.0253054890781641
5439	0.20961704850196838
5479	0.014221489429473877
5519	0.01437772810459137
5559	0.01582406833767891
5599	0.013763743452727795
5639	0.01565776765346527
5679	0.02050165832042694
5719	0.017250817269086838
5759	0.01990932784974575
5799	0.02081294171512127
5839	0.2797166109085083
5879	0.01912582479417324
5919	0.012960996478796005
5959	0.00805276446044445
5999	0.2612851560115814
6039	0.34513479471206665
6079	0.01966218650341034
6119	0.021123414859175682
6159	0.2849537134170532
6199	0.156536266207695
6239	0.01323537528514862
6279	0.01671874150633812
6319	0.009516673162579536
6359	0.010982941836118698
6399	0.01982559822499752
6439	0.012873852625489235
6479	0.03253520280122757
6519	0.0199704859405756
6559	0.017602264881134033
6599	0.023843904957175255
6639	0.0172660481184721
6679	0.011591709218919277
6719	0.023729467764496803
6759	0.022990800440311432
6799	0.31528013944625854
6839	0.03091345727443695
6879	0.01840536668896675
6919	0.012509838677942753
6959	0.025914089754223824
6999	0.01900014653801918
7039	0.3215786814689636
7079	0.015694066882133484
7119	0.1907421499490738
7159	0.01472489908337593
7199	0.012275965884327888
7239	0.009818794205784798
7279	0.018185703083872795
7319	0.012450771406292915
7359	0.019024504348635674
7399	0.2563602030277252
7439	0.02604733034968376
7479	0.01820685900747776
7519	0.02019759826362133
7559	0.008787049911916256
7599	0.221354141831398
7639	0.014678982086479664
7679	0.011325021274387836
7719	0.01924745924770832
7759	0.016215331852436066
7799	0.010763394646346569
7839	0.018080566078424454
7879	0.07626567035913467
7919	0.013826686888933182
7959	0.047463830560445786
7999	0.007607575040310621
8039	0.020459631457924843
8079	0.012179546058177948
8119	0.023094072937965393
8159	0.010740191675722599
8199	0.23882411420345306
8239	0.17780070006847382
8279	0.013253342360258102
8319	0.13799789547920227
8359	0.014231410808861256
8399	0.010162957943975925
8439	0.3351333439350128
8479	0.2750590741634369
8519	0.019996263086795807
8559	0.012246099300682545
8599	0.23726126551628113
8639	0.008571131154894829
8679	0.01316796988248825
8719	0.25868651270866394
8759	0.010608967393636703
8799	0.011493073776364326
8839	0.01010329369455576
8879	0.05954401195049286
8919	0.13013729453086853
8959	0.014133235439658165
8999	0.028096700087189674
9039	0.011701486073434353
9079	0.006523174233734608
9119	0.3127709925174713
9159	0.03217329457402229
9199	0.20499297976493835
9239	0.27765071392059326
9279	0.22527174651622772
9319	0.3738400936126709
9359	0.09421031177043915
9399	0.3039322793483734
9439	0.01326496247202158
9479	0.010924633592367172
9519	0.012148426845669746
9559	0.017874542623758316
9599	0.009535280056297779
9639	0.0198573749512434
9679	0.014850822277367115
9719	0.01863710954785347
9759	0.18409711122512817
9799	0.197300523519516
9839	0.010382121428847313
9879	0.015626367181539536
9919	0.009293276816606522
9959	0.007178648374974728
9999	0.14498211443424225
10039	0.008437974378466606
10079	0.010731645859777927
10119	0.04594654589891434
10159	0.03902241587638855
10199	0.008013701997697353
10239	0.26526135206222534
10279	0.27906152606010437
10319	0.04297424480319023
10359	0.17872591316699982
10399	0.0079420767724514
10439	0.01387185137718916
10479	0.011132888495922089
10519	0.008777218870818615
10559	0.008929644711315632
10599	0.19637228548526764
10639	0.011278401128947735
10679	0.014451418071985245
10719	0.006783459801226854
10759	0.01023625023663044
10799	0.011678624898195267
10839	0.1417037695646286
10879	0.014134439639747143
10919	0.005691749043762684
10959	0.0072003756649792194
10999	0.010639254935085773
11039	0.014808415435254574
11079	0.015408391132950783
11119	0.1476040929555893
11159	0.2632735073566437
11199	0.006658773869276047
11239	0.008608675561845303
11279	0.02151305414736271
11319	0.0069701480679214
11359	0.021479297429323196
11399	0.21129605174064636
11439	0.009624005295336246
11479	0.0093845808878541
11519	0.005074002780020237
11559	0.006845529191195965
11599	0.008874333463609219
11639	0.0765487402677536
11679	0.01148019265383482
11719	0.05924106016755104
11759	0.018671521916985512
11799	0.008003291673958302
